date,clicks,time,reward
0,3.24,15.1866666667,0.461234567901
1,3.4,14.28,0.453333333333
2,3.15333333333,13.4666666667,0.424567901235
3,3.08,13.3133333333,0.417654320988
4,3.31333333333,15.0066666667,0.451975308642
5,3.31333333333,14.4133333333,0.450987654321
6,3.06666666667,14.5733333333,0.44024691358
7,3.22,14.1133333333,0.44024691358
8,3.07333333333,14.1533333333,0.442839506173
9,2.84,13.0666666667,0.43975308642
