date,clicks,time,reward
0,2.98666666667,14.2066666667,0.429012345679
1,3.25333333333,14.4066666667,0.447530864198
2,3.28,15.1533333333,0.462839506173
3,3.44666666667,14.5866666667,0.461604938272
4,3.22666666667,14.1866666667,0.441975308642
5,3.26,14.24,0.444814814815
6,3.3,15.0733333333,0.462469135802
7,3.49333333333,15.9933333333,0.49024691358
8,3.48666666667,15.9933333333,0.48987654321
9,3.42,14.96,0.467037037037
